selection_rank,candidate_id,penalty,C,class_weight,weakened_threshold,stopped_threshold,validation_samples,fold_macro_pr_auc_mean,fold_macro_pr_auc_std,fold_macro_roc_auc_mean,maximum_iterations,oof_accuracy,oof_balanced_accuracy,oof_macro_precision,oof_macro_recall,oof_macro_f1,oof_weighted_f1,oof_macro_pr_auc,oof_macro_ovr_roc_auc,oof_retained_precision,oof_retained_recall,oof_retained_f1,oof_retained_support,oof_retained_pr_auc,oof_retained_roc_auc,oof_weakened_precision,oof_weakened_recall,oof_weakened_f1,oof_weakened_support,oof_weakened_pr_auc,oof_weakened_roc_auc,oof_stopped_precision,oof_stopped_recall,oof_stopped_f1,oof_stopped_support,oof_stopped_pr_auc,oof_stopped_roc_auc,selected
48,l2_C0.3_balanced,l2,0.3,balanced,0.3,0.55,24596,0.5812074232788265,0.0064282390371591695,0.7586149248452921,172,0.5800130102455684,0.5374586724793331,0.5851915399115517,0.5374586724793331,0.5420369734373728,0.5743280811205483,0.5816986057830408,0.7594880569765016,0.7674378748928877,0.45614749923601916,0.5721952466138512,9817,0.7433306242832384,0.8018397614156232,0.5372319688109162,0.7476263676643458,0.6252032212938108,11059,0.5894477331257554,0.6717065844454282,0.4509047760308514,0.40860215053763443,0.4287124524044564,3720,0.4123174599401284,0.8049178250684534,False
49,l2_C0.1_balanced,l2,0.1,balanced,0.3,0.55,24596,0.5811596215427464,0.00638196525810015,0.7586021414405113,113,0.579931696210766,0.5374044673450767,0.5856697335693353,0.5374044673450767,0.5419923224528298,0.5741069989205135,0.581672752299944,0.7594877328735762,0.7679339411663513,0.45472140165019864,0.5712092130518234,9817,0.7432244997243572,0.8017665424917922,0.5369349503858876,0.7486210326430961,0.6253493466273887,11059,0.5894266984503209,0.6716797050383185,0.4521403091557669,0.4088709677419355,0.42941840767927725,3720,0.41236705872515356,0.805016951090618,False
50,l2_C0.03_balanced,l2,0.03,balanced,0.3,0.45,24596,0.5810045575847274,0.0065104081752458895,0.7584621598906329,57,0.5623272076760449,0.5547867415616736,0.569140499379138,0.5547867415616736,0.5417688218570617,0.5637212187596905,0.5814701596371773,0.7593640760413699,0.7704660499214523,0.44962819598655396,0.5678631159140615,9817,0.7428873661191021,0.8015297440970698,0.5345839067139857,0.6674202007414776,0.5936620284726132,11059,0.5892220735977164,0.6715062714085476,0.4023715415019763,0.5473118279569893,0.46378132118451026,3720,0.41230103919471356,0.8050562126184928,False
51,l1_C0.1_balanced,l1,0.1,balanced,0.3,0.55,24596,0.580996840944222,0.006504276282255491,0.7585683449884089,73,0.5800130102455684,0.5370004751211604,0.5855680305387655,0.5370004751211604,0.5417104107677465,0.5741182078107879,0.581521400767286,0.7594613193084432,0.7679216090768437,0.45502699399001734,0.571446846616349,9817,0.7430421371212025,0.8013692662467866,0.5370058327932599,0.7492540012659372,0.6256181811317906,11059,0.5891681623364627,0.6718191386228137,0.4517766497461929,0.4067204301075269,0.42806620455509975,3720,0.4123539028441927,0.805195553055729,False
52,l1_C0.03_balanced,l1,0.03,balanced,0.3,0.45,24596,0.5807838226662193,0.006692643849421448,0.7583884850695868,122,0.5628557489022605,0.553724740967962,0.5698716756601816,0.553724740967962,0.5416030138106555,0.5640048507329046,0.5813271998480259,0.7592878368281505,0.7720742817098809,0.44891514719364367,0.5677294685990338,9817,0.742700187086922,0.800991282081966,0.5341726618705036,0.6713988606564789,0.5949757602468048,11059,0.5890586962314418,0.6717143530215883,0.4033680834001604,0.5408602150537635,0.4621038125861277,3720,0.412222716225714,0.8051578753808973,False
53,l1_C0.3_balanced,l1,0.3,balanced,0.3,0.55,24596,0.5811943852198109,0.006342436062319042,0.758667928679366,86,0.5793218409497479,0.5368814425041201,0.5846755071593991,0.5368814425041201,0.541420824218264,0.5734836111216687,0.5816651756737811,0.7595277161800587,0.7655740518276987,0.45441580931037995,0.5703144975709538,9817,0.7431580150519528,0.8016318287700304,0.5367437029343027,0.7476263676643458,0.6248724634395193,11059,0.5892658072622627,0.6717625141859177,0.45170876671619614,0.40860215053763443,0.429075511644319,3720,0.4125717047071277,0.805188805584228,False
54,l2_C0.01_balanced,l2,0.01,balanced,0.3,0.45,24596,0.58049125359147,0.006867628013936892,0.7580504821921964,30,0.5615140673280208,0.553241541354618,0.569800023302519,0.553241541354618,0.540497293160755,0.5623428519454136,0.5810009323409919,0.7589991593284929,0.7729451446831174,0.4435163491901803,0.5636245954692557,9817,0.7421511553398755,0.8010584562918555,0.5329461532946154,0.6721222533682973,0.5944973206430457,11059,0.588765297694874,0.6710296695951081,0.40350877192982454,0.5440860215053763,0.4633699633699634,3720,0.4120863439882264,0.8049093520985152,False
55,l2_C0.03_balanced,l2,0.03,balanced,0.3,0.55,24596,0.5810045575847274,0.0065104081752458895,0.7584621598906329,57,0.5790372418279395,0.5359270889295843,0.585520207373109,0.5359270889295843,0.5404617527815199,0.5727503227591613,0.5814701596371773,0.7593640760413699,0.7687760778859527,0.4504431088927371,0.5680518980024407,9817,0.7428873661191021,0.8015297440970698,0.5360944455196439,0.7514241794013925,0.6257530120481928,11059,0.5892220735977164,0.6715062714085476,0.45169009871373017,0.40591397849462363,0.4275803482939261,3720,0.41230103919471356,0.8050562126184928,False
56,l1_C0.03_balanced,l1,0.03,balanced,0.3,0.55,24596,0.5807838226662193,0.006692643849421448,0.7583884850695868,122,0.5797690681411611,0.5352422126136377,0.5868444587287772,0.5352422126136377,0.54027134338848,0.5729603976395862,0.5813271998480259,0.7592878368281505,0.7690430538609029,0.44942446776000816,0.5673138742445674,9817,0.742700187086922,0.800991282081966,0.5362504812010779,0.7557645356723031,0.6273597297804466,11059,0.5890586962314418,0.6717143530215883,0.45523984112435073,0.40053763440860213,0.42614042614042613,3720,0.412222716225714,0.8051578753808973,False
57,l1_C0.01_balanced,l1,0.01,balanced,0.3,0.45,24596,0.5795501083631571,0.008099675992605825,0.7577571585438886,78,0.5619206375020328,0.5507648131951869,0.5718273701759079,0.5507648131951869,0.5394886841478755,0.5618633565378182,0.5804025351452574,0.7588111180171278,0.777697320782042,0.4376082306203524,0.5600677921908611,9817,0.7419245805446455,0.8004860694397852,0.5313424425975489,0.682159327244778,0.5973789444510432,11059,0.5885793906504888,0.6716131544585385,0.40644234714813293,0.5325268817204301,0.4610193158017221,3720,0.4107036342406381,0.8043341301530595,False
58,l1_C0.01_none,l1,0.01,none,0.36,0.35,24596,0.5797253614600522,0.008076054617060398,0.7604022695095017,128,0.5900146365262644,0.5279272920701247,0.5918366230614054,0.5279272920701247,0.5385929751600601,0.5808127876025626,0.5806320789606018,0.7612002952615877,0.7562370888288574,0.48477131506570237,0.5908131595282433,9817,0.7414330518517454,0.8001591861976118,0.5418306461850958,0.7718600235102632,0.6367060754111812,11059,0.5910451882105415,0.6799997165104279,0.4774421341702628,0.3271505376344086,0.3882596905407561,3720,0.40941799681951824,0.8034419830767234,False
59,l2_C0.01_balanced,l2,0.01,balanced,0.3,0.55,24596,0.58049125359147,0.006867628013936892,0.7580504821921964,30,0.5783054155147178,0.5333794394394348,0.5864271606647007,0.5333794394394348,0.538285665221678,0.5710763156585895,0.5810009323409919,0.7589991593284929,0.7706162811230797,0.4445349903229092,0.5638242894056847,9817,0.7421511553398755,0.8010584562918555,0.5346774708096727,0.7577538656298037,0.6269639383510399,11059,0.588765297694874,0.6710296695951081,0.4539877300613497,0.3978494623655914,0.42406876790830944,3720,0.4120863439882264,0.8049093520985152,False
60,l2_C1_balanced,l2,1.0,balanced,0.42,0.45,24596,0.5811319851861145,0.006450358286067054,0.7585779601749396,261,0.5602536997885835,0.5642472087385536,0.535781814439697,0.5642472087385536,0.5365057341219912,0.5521642104009208,0.5817232283258158,0.7594582901996844,0.5972665520910058,0.7434042986655801,0.6623706661826103,9817,0.7433602552939089,0.8018634026571503,0.6092914896532822,0.4020254995930916,0.48441926345609065,11059,0.5894407146125737,0.6716820295993706,0.40078740157480314,0.5473118279569893,0.4627272727272727,3720,0.4123687150709646,0.8048294383425324,False
61,l1_C0.3_balanced,l1,0.3,balanced,0.42,0.45,24596,0.5811943852198109,0.006342436062319042,0.758667928679366,86,0.5600097576841763,0.5644170691995182,0.5360186457938089,0.5644170691995182,0.5363634455918338,0.5515940779844873,0.5816651756737811,0.7595277161800587,0.5955852406939807,0.7448303962514007,0.6618991581424821,9817,0.7431580150519528,0.8016318287700304,0.6103824382162087,0.399764897368659,0.4831165992787673,11059,0.5892658072622627,0.6717625141859177,0.4020882584712372,0.5486559139784947,0.46407457935425195,3720,0.4125717047071277,0.805188805584228,False
62,l2_C0.3_balanced,l2,0.3,balanced,0.42,0.45,24596,0.5812074232788265,0.0064282390371591695,0.7586149248452921,172,0.5596438445275654,0.5639025770129208,0.5354618499846434,0.5639025770129208,0.5360724764551176,0.5514157230375331,0.5816986057830408,0.7594880569765016,0.5958506901903128,0.7430987063257615,0.6613780598368088,9817,0.7433306242832384,0.8018397614156232,0.6089585050838142,0.40075956234740934,0.4833942302448601,11059,0.5894477331257554,0.6717065844454282,0.40157635467980296,0.5478494623655914,0.4634451392836839,3720,0.4123174599401284,0.8049178250684534,False
63,l1_C1_balanced,l1,1.0,balanced,0.42,0.45,24596,0.5813052527668574,0.006328707843721891,0.7586569881057785,275,0.559562530492763,0.5638537343112314,0.5353916587060193,0.5638537343112314,0.5359992235836496,0.5512665930361738,0.5817629445872061,0.7595207335329813,0.5957551020408163,0.7434042986655801,0.6614401595142068,9817,0.7433411212280178,0.8018114194957519,0.6086059939510585,0.4003074419025228,0.48295423553155514,11059,0.5894650609969605,0.6717409251591336,0.40181388012618297,0.5478494623655914,0.46360327570518656,3720,0.4124826515366401,0.8050098559440587,False
64,l2_C0.03_balanced,l2,0.03,balanced,0.42,0.45,24596,0.5810045575847274,0.0065104081752458895,0.7584621598906329,57,0.559359245405757,0.56364511221563,0.5354538769671963,0.56364511221563,0.5356785173159555,0.5507908699593976,0.5814701596371773,0.7593640760413699,0.594392523364486,0.7450341244779464,0.6612422023325196,9817,0.7428873661191021,0.8015297440970698,0.6095975660351265,0.39858938421195406,0.4820120284308365,11059,0.5892220735977164,0.6715062714085476,0.4023715415019763,0.5473118279569893,0.46378132118451026,3720,0.41230103919471356,0.8050562126184928,False
65,l2_C0.1_balanced,l2,0.1,balanced,0.42,0.45,24596,0.5811596215427464,0.00638196525810015,0.7586021414405113,113,0.5592372743535534,0.5634418369748319,0.5351289599253892,0.5634418369748319,0.5355482635468961,0.5508942038975094,0.581672752299944,0.7594877328735762,0.595092524659656,0.7436080268921259,0.6611121173700416,9817,0.7432244997243572,0.8017665424917922,0.6091510474090408,0.3996744732796817,0.48266448266448264,11059,0.5894266984503209,0.6716797050383185,0.4011433077074709,0.5470430107526881,0.462868190606164,3720,0.41236705872515356,0.805016951090618,False
66,l1_C0.1_balanced,l1,0.1,balanced,0.42,0.45,24596,0.580996840944222,0.006504276282255491,0.7585683449884089,73,0.5593999024231583,0.5633642274451571,0.5353924103783729,0.5633642274451571,0.5354476635299904,0.5507383900901475,0.581521400767286,0.7594613193084432,0.5943533993185137,0.7462564938372211,0.6616989567809239,9817,0.7430421371212025,0.8013692662467866,0.6100027708506511,0.39813726376706754,0.4818077364994255,11059,0.5891681623364627,0.6718191386228137,0.4018210609659541,0.5456989247311828,0.4628362973096215,3720,0.4123539028441927,0.805195553055729,False
67,l1_C0.01_balanced,l1,0.01,balanced,0.3,0.55,24596,0.5795501083631571,0.008099675992605825,0.7577571585438886,78,0.5779801593755082,0.5293225790359487,0.5879505519787959,0.5293225790359487,0.5349272828776978,0.5692367731454703,0.5804025351452574,0.7588111180171278,0.7738973897389739,0.4379138229601711,0.5593286494925839,9817,0.7419245805446455,0.8004860694397852,0.533362626326031,0.7683334840401483,0.6296406076324564,11059,0.5885793906504888,0.6716131544585385,0.4565916398713826,0.3817204301075269,0.4158125915080527,3720,0.4107036342406381,0.8043341301530595,False
68,l2_C0.01_balanced,l2,0.01,balanced,0.42,0.45,24596,0.58049125359147,0.006867628013936892,0.7580504821921964,30,0.5587087331273378,0.5625102914093657,0.5350492736952978,0.5625102914093657,0.534816330521852,0.5497951564881995,0.5810009323409919,0.7589991593284929,0.5919405636760074,0.7466639502903127,0.6603603603603604,9817,0.7421511553398755,0.8010584562918555,0.6096984854800611,0.396780902432408,0.48071866783523226,11059,0.588765297694874,0.6710296695951081,0.40350877192982454,0.5440860215053763,0.4633699633699634,3720,0.4120863439882264,0.8049093520985152,False
69,l1_C0.03_balanced,l1,0.03,balanced,0.36,0.35,24596,0.5807838226662193,0.006692643849421448,0.7583884850695868,122,0.5438282647584973,0.5771701481370769,0.5357744180065546,0.5771701481370769,0.5344175932567363,0.5510966586346862,0.5813271998480259,0.7592878368281505,0.6953021746966238,0.5894876235102373,0.6380374862183021,9817,0.742700187086922,0.800991282081966,0.5651100134710373,0.4551948639117461,0.5042319827715731,11059,0.5890586962314418,0.6717143530215883,0.3469110658520027,0.6868279569892473,0.4609833107803338,3720,0.412222716225714,0.8051578753808973,False
70,l1_C0.01_balanced,l1,0.01,balanced,0.36,0.35,24596,0.5795501083631571,0.008099675992605825,0.7577571585438886,78,0.5437469507236949,0.5765991152048471,0.5351771343024909,0.5765991152048471,0.5341505631353667,0.5508712017397618,0.5804025351452574,0.7588111180171278,0.6936947695247194,0.591728634002241,0.6386674729261723,9817,0.7419245805446455,0.8004860694397852,0.5648700348824125,0.4539289266660638,0.5033590694876166,11059,0.5885793906504888,0.6716131544585385,0.34696659850034084,0.6841397849462365,0.4604251469923112,3720,0.4107036342406381,0.8043341301530595,False
71,l1_C0.1_balanced,l1,0.1,balanced,0.36,0.35,24596,0.580996840944222,0.006504276282255491,0.7585683449884089,73,0.543177752480078,0.5775272990577446,0.5347805883157084,0.5775272990577446,0.5338491779119331,0.5499373173372234,0.581521400767286,0.7594613193084432,0.690473365761063,0.5928491392482429,0.6379480434067741,9817,0.7430421371212025,0.8013692662467866,0.5662719198360282,0.44967899448413057,0.5012852174789577,11059,0.5891681623364627,0.6718191386228137,0.34759647935003385,0.6900537634408602,0.46231427285006754,3720,0.4123539028441927,0.805195553055729,False
72,l2_C0.01_balanced,l2,0.01,balanced,0.36,0.35,24596,0.58049125359147,0.006867628013936892,0.7580504821921964,30,0.5430557814278745,0.5766858842523149,0.535077604896041,0.5766858842523149,0.5336723640808576,0.5502727403378961,0.5810009323409919,0.7589991593284929,0.6933413317336533,0.5886727106040542,0.6367342441604231,9817,0.7421511553398755,0.8010584562918555,0.5655553052489299,0.45401935075504113,0.5036866128304158,11059,0.588765297694874,0.6710296695951081,0.34633617770553976,0.6873655913978495,0.46059623525173377,3720,0.4120863439882264,0.8049093520985152,False
73,l1_C0.03_balanced,l1,0.03,balanced,0.42,0.45,24596,0.5807838226662193,0.006692643849421448,0.7583884850695868,122,0.5577329647097089,0.561161033089185,0.5342605694434673,0.561161033089185,0.5334625038833455,0.5483697613081305,0.5813271998480259,0.7592878368281505,0.5897497593840231,0.7490068248955892,0.6599057662104555,9817,0.742700187086922,0.800991282081966,0.6096638655462185,0.39361605931820237,0.4783779328534535,11059,0.5890586962314418,0.6717143530215883,0.4033680834001604,0.5408602150537635,0.4621038125861277,3720,0.412222716225714,0.8051578753808973,False
74,l1_C0.3_none,l1,0.3,none,0.42,0.45,24596,0.5824132261226789,0.0057193790616464875,0.7618586944514157,133,0.6045291917384941,0.5215074349900236,0.5927779654919251,0.5215074349900236,0.5331891055881739,0.5914577980244724,0.5823343342790378,0.762464848146356,0.6937041778191552,0.6072119792197209,0.6475828354155351,9817,0.7421531487481658,0.8012590760053027,0.5602920723226704,0.7285468848901347,0.6334368489327411,11059,0.5930376377499241,0.6808864764338973,0.5243376463339495,0.22876344086021505,0.31854763241624556,3720,0.4118122163390234,0.8052489919998681,False
75,l1_C0.3_balanced,l1,0.3,balanced,0.36,0.35,24596,0.5811943852198109,0.006342436062319042,0.758667928679366,86,0.5426492112538625,0.5765598843282563,0.5339749066450626,0.5765598843282563,0.5331536277378998,0.5493723593263035,0.5816651756737811,0.7595277161800587,0.6887785266643017,0.5933584598146073,0.6375177848309073,9817,0.7431580150519528,0.8016318287700304,0.5661991105029079,0.44895560177231214,0.5008069396812588,11059,0.5892658072622627,0.6717625141859177,0.3469470827679783,0.6873655913978495,0.4611361587015329,3720,0.4125717047071277,0.805188805584228,False
76,l2_C0.03_balanced,l2,0.03,balanced,0.36,0.35,24596,0.5810045575847274,0.0065104081752458895,0.7584621598906329,57,0.5426492112538625,0.5764066355118204,0.5342413392621741,0.5764066355118204,0.533126530847701,0.5495871691495041,0.5814701596371773,0.7593640760413699,0.6908183869818268,0.5924416827951513,0.6378591796446589,9817,0.7428873661191021,0.8015297440970698,0.5658403456902433,0.4499502667510625,0.5012844406386944,11059,0.5892220735977164,0.6715062714085476,0.3460652851144521,0.6868279569892473,0.4602359722597496,3720,0.41230103919471356,0.8050562126184928,False
77,l1_C1_none,l1,1.0,none,0.42,0.45,24596,0.582338217694888,0.00567769292972502,0.7617992042920387,296,0.6041632785818832,0.5213741581738002,0.5927864359983673,0.5213741581738002,0.533120983197115,0.5911326681177775,0.5822848572891787,0.7624006307021401,0.6918705786849124,0.6077212997860854,0.6470715835140998,9817,0.7422814336145833,0.8014059480798497,0.5602703455964325,0.7271000994664979,0.6328755263468576,11059,0.5931052351760168,0.6807784778617922,0.526218383713757,0.2293010752688172,0.31941583973038756,3720,0.4114679030769361,0.8050174661647783,False
78,l2_C1_none,l2,1.0,none,0.42,0.45,24596,0.5822150263582444,0.005715261537429958,0.7617008895591312,256,0.6037973654252724,0.5212736523393282,0.5923584793282403,0.5212736523393282,0.5330500188794763,0.5908412675286222,0.582215740040551,0.7623213335506999,0.6906774753908512,0.6075175715595396,0.6464339908952959,9817,0.7422692989218884,0.8014288518249209,0.5602762662201758,0.7261958585767249,0.6325365258142007,11059,0.5930146195990714,0.6807071913228571,0.5261216963736939,0.23010752688172043,0.3201795399289321,3720,0.4113633016006932,0.8048279575043216,False
79,l2_C0.1_none,l2,0.1,none,0.42,0.45,24596,0.5822717972088928,0.00576893813419317,0.7617850648717264,115,0.6046511627906976,0.5213348572930148,0.5930737766802686,0.5213348572930148,0.5329438168711352,0.5914304151385175,0.5822371569695791,0.7624022364289208,0.6928165254729024,0.608128756239177,0.6477161766301399,9817,0.7421798272643243,0.8013842160581196,0.5606123869171886,0.7284564608011574,0.6336072987533918,11059,0.5931388352732905,0.6808049498027406,0.5257924176507147,0.22741935483870968,0.3175079752298743,3720,0.4113928083711225,0.8050175434259024,False
80,l2_C0.1_balanced,l2,0.1,balanced,0.36,0.35,24596,0.5811596215427464,0.00638196525810015,0.7586021414405113,113,0.5424052691494552,0.5760375032853816,0.5337788211791988,0.5760375032853816,0.53277404989219,0.5492530143825195,0.581672752299944,0.7594877328735762,0.6895776647344138,0.5937659162676989,0.638095238095238,9817,0.7432244997243572,0.8017665424917922,0.566001140901312,0.4485939054164029,0.5005044390637611,11059,0.5894266984503209,0.6716797050383185,0.3457576579018704,0.685752688172043,0.45972247251757076,3720,0.41236705872515356,0.805016951090618,False
81,l2_C0.3_none,l2,0.3,none,0.42,0.45,24596,0.582262617974212,0.005690691910782053,0.7617527813159851,182,0.6040006505122785,0.5210790129479386,0.5923370925443192,0.5210790129479386,0.5327377886885419,0.5909063027669499,0.5822251958029093,0.7623721257356278,0.6913451511991658,0.6078231638993583,0.6468993928881179,9817,0.7422577040887777,0.8014311470241711,0.5603262005994285,0.7269192512885433,0.6328426355978902,11059,0.5930517081426985,0.680757309660716,0.5253399258343634,0.22849462365591397,0.3184713375796178,3720,0.41136617517725166,0.8049279205219967,False
82,l1_C1_balanced,l1,1.0,balanced,0.36,0.35,24596,0.5813052527668574,0.006328707843721891,0.7586569881057785,275,0.5422426410798504,0.57557159162706,0.533431292861505,0.57557159162706,0.532548713392084,0.5490627986162903,0.5817629445872061,0.7595207335329813,0.6891173342786246,0.5940715086075176,0.638074398249453,9817,0.7433411212280178,0.8018114194957519,0.5654354765161879,0.4485034813274256,0.5002269174524734,11059,0.5894650609969605,0.6717409251591336,0.3457410677897025,0.6841397849462365,0.4593448244743254,3720,0.4124826515366401,0.8050098559440587,False
83,l2_C0.3_balanced,l2,0.3,balanced,0.36,0.35,24596,0.5812074232788265,0.0064282390371591695,0.7586149248452921,172,0.5420800130102456,0.5756256059489822,0.5333292179063323,0.5756256059489822,0.532446603356583,0.5488591794128648,0.5816986057830408,0.7594880569765016,0.6888363851151802,0.5939696444942447,0.6378951974619844,9817,0.7433306242832384,0.8018397614156232,0.5653315074746091,0.4479609367935618,0.4998486530118051,11059,0.5894477331257554,0.6717065844454282,0.34581976112920737,0.6849462365591398,0.4595959595959596,3720,0.4123174599401284,0.8049178250684534,False
84,l1_C0.1_none,l1,0.1,none,0.42,0.45,24596,0.5821450609482755,0.006076319989659939,0.7617085739149083,68,0.6046511627906976,0.5207943155144763,0.5930413014410665,0.5207943155144763,0.5322560508351203,0.5912089941464741,0.5822168712498262,0.7623581204750906,0.6940655240760173,0.6063970663135377,0.6472762857453518,9817,0.7420554221308716,0.8010218158137339,0.5603245042296492,0.73071706302559,0.634276519759821,11059,0.5926922768353683,0.6808628901549449,0.5247338760175329,0.2252688172043011,0.31521534700018805,3720,0.4119029147832388,0.8051896554565926,False
85,l2_C0.03_none,l2,0.03,none,0.42,0.45,24596,0.5822498678444673,0.005863386823711832,0.7617057570221293,59,0.6045291917384941,0.5203760628351711,0.5934703373447002,0.5203760628351711,0.5317957205130384,0.5909162427121109,0.582101547037125,0.7623500396843094,0.6936989498249708,0.6055821534073546,0.6466525262413662,9817,0.7419221284927483,0.8012072031237483,0.5601633896427582,0.7316213039153631,0.6345135866368663,11059,0.5930997614515003,0.6808325706646687,0.5265486725663717,0.2239247311827957,0.3142210486608827,3720,0.41128275116712615,0.8050103452645112,False
86,l2_C1_balanced,l2,1.0,balanced,0.36,0.35,24596,0.5811319851861145,0.006450358286067054,0.7585779601749396,261,0.5413075296796227,0.5748112492235956,0.5325995132767258,0.5748112492235956,0.5316858012182382,0.5480890307747647,0.5817232283258158,0.7594582901996844,0.6887996219281664,0.5938677803809718,0.6378206881461627,9817,0.7433602552939089,0.8018634026571503,0.563862572765666,0.44669499954787956,0.49848637739656915,11059,0.5894407146125737,0.6716820295993706,0.3451363451363451,0.6838709677419355,0.4587503381119827,3720,0.4123687150709646,0.8048294383425324,False
87,l1_C0.03_none,l1,0.03,none,0.42,0.45,24596,0.5819891453515743,0.006132456433578194,0.7615015899260377,104,0.6044885347210929,0.5194394176889937,0.5934305522779397,0.5194394176889937,0.5306149094338974,0.5905119769472192,0.582172045658279,0.7621815846332676,0.6966053748231966,0.6020169094428033,0.6458663461013059,9817,0.7418253223260594,0.8006151313195494,0.5593896068188067,0.7358712360972963,0.6356074510875932,11059,0.5926225027859117,0.6808869306584706,0.5242966751918159,0.22043010752688172,0.31037093111279335,3720,0.41206831186286563,0.8050426919217829,False
88,l2_C0.01_none,l2,0.01,none,0.42,0.45,24596,0.5817874567745339,0.006187327128042744,0.7614523805355653,29,0.603919336477476,0.5179318265494296,0.5940390954731202,0.5179318265494296,0.5288597997505382,0.5894204196318011,0.5818777954753303,0.7621382556012218,0.6945783840997295,0.6016094529897117,0.644759825327511,9817,0.7413842530492514,0.8008419011409711,0.5588638858397366,0.7365946288091147,0.6355373512775502,11059,0.5928116073003779,0.6807945226768712,0.5286750164798946,0.21559139784946235,0.30628222264655336,3720,0.4114375260763616,0.8047783429858231,False
89,l1_C0.01_balanced,l1,0.01,balanced,0.42,0.45,24596,0.5795501083631571,0.008099675992605825,0.7577571585438886,78,0.5542364612132054,0.5574728952674686,0.5332074537982924,0.5574728952674686,0.5279900364180711,0.5412912268619041,0.5804025351452574,0.7588111180171278,0.5785561005518087,0.7689721910970765,0.6603105182593484,9817,0.7419245805446455,0.8004860694397852,0.6146239136949355,0.37091961298489917,0.4626402751931427,11059,0.5885793906504888,0.6716131544585385,0.40644234714813293,0.5325268817204301,0.4610193158017221,3720,0.4107036342406381,0.8043341301530595,False
90,l1_C0.01_none,l1,0.01,none,0.42,0.45,24596,0.5797253614600522,0.008076054617060398,0.7604022695095017,128,0.6047324768255001,0.5167659760217681,0.5967711816128259,0.5167659760217681,0.5272181306274643,0.5892862056652692,0.5806320789606018,0.7612002952615877,0.6952123279614163,0.6020169094428033,0.645266950540452,9817,0.7414330518517454,0.8001591861976118,0.5589901057659502,0.7407541369020707,0.6371626351403904,11059,0.5910451882105415,0.6799997165104279,0.5361111111111111,0.2075268817204301,0.2992248062015504,3720,0.40941799681951824,0.8034419830767234,False
91,l2_C1_balanced,l2,1.0,balanced,0.42,0.55,24596,0.5811319851861145,0.006450358286067054,0.7585779601749396,261,0.5577736217271101,0.5328116532955951,0.5386745903589019,0.5328116532955951,0.5242594482042082,0.5465222770795115,0.5817232283258158,0.7594582901996844,0.554611291752882,0.7644901701130692,0.6428540836866675,9817,0.7433602552939089,0.8018634026571503,0.6102290473711609,0.42399855321457636,0.5003467961372245,11059,0.5894407146125737,0.6716820295993706,0.4511834319526627,0.4099462365591398,0.4295774647887324,3720,0.4123687150709646,0.8048294383425324,False
92,l1_C0.1_balanced,l1,0.1,balanced,0.3,0.35,24596,0.580996840944222,0.006504276282255491,0.7585683449884089,73,0.5315498455033338,0.5636825914802553,0.5494129155518566,0.5636825914802553,0.5239009724110691,0.539899585985995,0.581521400767286,0.7594613193084432,0.7712305025996534,0.4532953040643781,0.5709886443831398,9817,0.7430421371212025,0.8013692662467866,0.5294117647058824,0.5476987069355276,0.5384,11059,0.5891681623364627,0.6718191386228137,0.34759647935003385,0.6900537634408602,0.46231427285006754,3720,0.4123539028441927,0.805195553055729,False
93,l2_C1_none,l2,1.0,none,0.36,0.45,24596,0.5822150263582444,0.005715261537429958,0.7617008895591312,256,0.5979427549194991,0.5128835274677787,0.6077760945107287,0.5128835274677787,0.5237156276040543,0.5805597744799459,0.582215740040551,0.7623213335506999,0.753690036900369,0.4993378832637262,0.6006984866123399,9817,0.7422692989218884,0.8014288518249209,0.5435165502581233,0.8092051722578895,0.6502688562708908,11059,0.5930146195990714,0.6807071913228571,0.5261216963736939,0.23010752688172043,0.3201795399289321,3720,0.4113633016006932,0.8048279575043216,False
94,l1_C1_none,l1,1.0,none,0.36,0.45,24596,0.582338217694888,0.00567769292972502,0.7617992042920387,296,0.5978614408846967,0.5126562916507656,0.6076072192128059,0.5126562916507656,0.5234483601939978,0.5804253017693368,0.5822848572891787,0.7624006307021401,0.753109166282819,0.4996434756035449,0.6007348438456828,9817,0.7422814336145833,0.8014059480798497,0.5434941076418418,0.8090243240799349,0.6501943970059227,11059,0.5931052351760168,0.6807784778617922,0.526218383713757,0.2293010752688172,0.31941583973038756,3720,0.4114679030769361,0.8050174661647783,False
95,l1_C0.3_balanced,l1,0.3,balanced,0.42,0.55,24596,0.5811943852198109,0.006342436062319042,0.758667928679366,86,0.5571231094486908,0.5321045231160486,0.5386777575636498,0.5321045231160486,0.5234102430758297,0.5455582869194082,0.5816651756737811,0.7595277161800587,0.5526663728514765,0.7664255882652542,0.6422261107080364,9817,0.7431580150519528,0.8016318287700304,0.6116581331232769,0.42128583054525726,0.49892910687513387,11059,0.5892658072622627,0.6717625141859177,0.45170876671619614,0.40860215053763443,0.429075511644319,3720,0.4125717047071277,0.805188805584228,False
